"";"Timestamp";"What.programme.are.you.in.";"Have.you.taken.a.course.on.machine.learning.";"Have.you.taken.a.course.on.information.retrieval.";"Have.you.taken.a.course.on.statistics.";"Have.you.taken.a.course.on.databases.";"What.is.your.gender.";"Chocolate.makes.you.....";"birthday.x";"neighbors.x";"stand";"stress";"gain";"rn";"bed_time";"What.makes.a.good.day.for.you..1..";"What.makes.a.good.day.for.you..2.."
"297";"3/30/2021 21:06:27";"QRM";"yes";"0";"mu";"ja";"male";"fat";"1999-05-08";2;"no";75;0,25;5;"NA  ";"Sex";"Good food"
"298";"3/30/2021 21:24:56";"Master Artificial Intelligence";"yes";"1";"mu";"ja";"female";"fat";"1997-12-16";1;"no";20;2;NA;"56M 0S ";"Sun";"Boyfriend"
"299";"3/30/2021 21:25:13";"Bioinformatics ";"yes";"0";"mu";"nee";"male";"fat";"1996-09-02";0;"no";77;NA;NA;"1H 30M 0S";"Beer";"Friends"
"300";"3/30/2021 21:27:34";"Business Analytics & AI";"yes";"1";"mu";"ja";"male";"neither";"1999-05-16";1;"no";10;100;NA;"NA  ";"having breakfast with pancakes and strawberries ";"Chilling at the beach on a sunny day"
"301";"3/30/2021 21:27:46";"Climate Econometrics";"yes";"0";"mu";"nee";"male";"neither";"1995-02-18";4;"no";99;17;NA;"0S  ";"what";"when"
"302";"3/30/2021 21:34:48";"Econometrics and Data Science";"yes";"0";"mu";"ja";"female";"fat";"1995-12-12";3;"no";80;0,21;NA;"23H 3M 0S";"A bunch of laughing";"Bingewatching my favourite shows"
"303";"3/30/2021 21:36:33";"Econometrics and data science";"yes";"1";"unknown";"nee";"male";"fat";NA;0;"no";30;20;6;"NA  ";"saturday";"sunday"
"304";"3/30/2021 21:54:08";"AI";"no";"0";"mu";"ja";"female";"neither";"1998-12-19";1;"no";70;1;8;"1H 0M 0S";"sun";"weekend"
"305";"3/30/2021 22:17:11";"MSc Finance";"yes";"1";"mu";"ja";"male";"I have no idea what you are talking about";"1989-11-23";2;"yes";55;NA;NA;"4H 0M 0S";"Bananas";"Test"
"306";"3/30/2021 22:19:48";"MSc: Artificial Intelligence";"no";"1";"mu";"nee";"male";"neither";"1987-11-29";0;"no";95;10;NA;"1H 30M 0S";"progress";"friends"
"307";"3/30/2021 22:30:34";"MSc Information studies";"yes";"1";"mu";"ja";"female";"I have no idea what you are talking about";"1989-12-20";0;"no";70;99;NA;"23H 30M 0S";"Sunshine";"Family and friends"
"308";"3/30/2021 22:37:23";"Bioinformatics and Systems Biology";"yes";"0";"mu";"ja";"male";"I have no idea what you are talking about";NA;1;"no";80;1;2;"1H 30M 0S";"Sunshine";"Exercise"
"309";"3/30/2021 22:42:18";"artificial intelligence";"yes";"1";"mu";"nee";"female";"fat";NA;0;"no";80;80;10;"11H 0M 0S";"sunshine";"happiness"
"310";"3/30/2021 22:58:28";"Fintech";"yes";"0";"mu";"nee";"male";"slim";NA;1;"no";87;NA;3;"NA  ";"football";"Sun"
"311";"3/30/2021 23:12:08";"Fintech";"yes";"1";"sigma";"nee";"female";"fat";"1994-11-24";20;"yes";50;20;NA;"2H 0M 0S";"Weather";"Good news"
"312";"3/30/2021 23:14:42";"Quantative Risk Management";"no";"0";"mu";"nee";"male";"neither";"1998-02-26";3;"no";0;0,25;NA;"1H 0M 0S";"Good food";"Good music"
"313";"3/30/2021 23:44:58";"Business Analytics";"yes";"0";"mu";"ja";"male";"I have no idea what you are talking about";"1998-05-27";1;"no";70;1;6;"NA  ";"You";"Me"
